incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
102150901,Andhra Pradesh,Hyderabad,Begumpet,,Begumpet,Kukatpalle,"A senior CPI-Maoist cadre and 'State committee secretary' of the CPI-Maoist, identified as Konapuri Ilaiah alias Sambasivudu, surrendered before the Police at Begumpet in the capital Hyderabad. Sambasivudu, carrying a INR 1 million reward on his head, was involved in several cases, including the Balimela attack in Orissa on June 29, 2008, in which 38 Greyhounds personnel were killed and the Alipiri landmine blast targeting the then Chief Minister N. Chandrababu Naidu. He was also involved in the Vempenta massacre, legislator C. Narsi Reddy's assassination and the attack on the former Andhra Pradesh Chief Minister N. Janardhan Reddy in Nellore.","andhra pradesh, hyderabad, begumpet, begumpet",78.46297222222222,17.452277777777777
102150902,Andhra Pradesh,Prakasam,,Ongole,,Ongole,"Two CPI-Maoist cadres, identified as Dasari Prakash alias Guddi Seshanna and his wife Shaik Chathali alias Rajita, surrendered before the Superintendent of Police V. Navinchand at Ongole in the Prakasam District. While Seshanna, who was 'secretary' of the Vizianagaram District Maoist group, carried a reward of INR 300000 on his head, Rajita, who was an area committee member, carried a reward of INR 100000 on her head.","prakasam, ongole, ongole",80.04844444444444,15.506833333333333
102160501,Andhra Pradesh,Guntur,Bollapalle,Lalipuram,,Vinukonda,"Naxalites of the CPI-Maoist kill a civilian, Bandaru Vijaybhaskar, at Lalipuram village in Guntur District, branding him a Police informer","guntur, lalipuram",79.68102777777779,16.184944444444444
102161001,Andhra Pradesh,Khammam,,,Yellandu,Yellandu,The Police arrested arms supplier Sanjay Khare charging him with supplying weapons to Naxalites in Yellandu.,"yellandu, yellandu",80.31691666666666,17.59594444444444
102171001,Andhra Pradesh,Visakhapatnam,G.K. Veedhi,R.V. Nagaram,Vishakha Agency,Rayadurg,"A group of nearly 40 cadres and supporters of the CPI-Maoist destroyed household property of one Vijay Kumar, who was reportedly helping bauxite mining agencies, and computer and furniture in the office of the AP Coffee Development Corporation at R.V. Nagaram in the Visakha Agency area in Visakhapatnam District.","visakhapatnam, r.v. nagaram",82.19575,17.861666666666668
102171101,Andhra Pradesh,East Godavari,Kakinada,Kakinada,,Hindupur,"A CPI-Maoist couple - 'commander' Balaraju (27) and wife Sunitha (24) - fed up with the party ideology surrendered before the SP G. Srinivas, in Kakinada city of East Godavari District.","east godavari, kakinada, kakinada",82.24861111111112,16.98825
102181201,Andhra Pradesh,Visakhapatnam,GK Veedhi,Modingedda,,Rayadurg,Three hydraulic excavators allegedly set ablaze by a group of cadres of the CPI-Maoist at Modingedda in GK Veedhi mandal in Visakhapatnam District. The Maoists left posters saying that any move to start bauxite mining would result in such reaction from the CPI-Maoist and that the Government must immediately stop the Green Hunt Operation against Maoists.,"visakhapatnam, gk veedhi, modingedda",82.19616666666667,17.86266666666667
102181202,Andhra Pradesh,Visakhapatnam,GK Veedhi,Lankapaakala,,Paderu,"CPI-Maoist cadres triggered a blast at the coffee-seeds godown of the APFDC at Lankapaakala village in G.K Veedhi Mandal of Visakhapatnam District, demanding distribution of its coffee plantations to the Girijans.","visakhapatnam, veedhi, lankapaakala",82.19616666666667,17.86266666666667
102190501,Andhra Pradesh,Prakasam,Ardhaveedhu,Papinenipally,,Giddalur,Two TDP activists are shot dead by the CPI-Maoist at Papinenipally in the Prakasam District after being branded as Police informers.,"prakasam, papinenipally",78.93391666666668,15.679944444444445
102190901,Andhra Pradesh,East Godavari,Addateegala,Konalova,,Rampachodavaram,Three landmines and detonators were recovered by the Police during a search operation at Konalova village of Addateegala mandal in the East Godavari District.,"east godavari, addateegala, konalova",82.1098611111111,17.41236111111111
102191301,Andhra Pradesh,Visakhapatnam,GK Veedhi,,Lakkavaram forest area,Rayadurg,Three tribals were killed by CPI-Maoist cadres at Lakkavaram forest area in G.K. Veedhi mandal of Visakhapatnam District.,"visakhapatnam, veedhi, lakkavaram forest area",81.30994444444444,17.052333333333333
102201201,Andhra Pradesh,Khammam,Gundala,Sayannapalli,,Pinapaka,"A dalam 'commander' of the CPI-Maoist, Sutari Papa Rao (42) alias Singanna, was killed in an exchange of fire with a Police party near Sayannapalli village in Gundala mandal of Khammam District.","khammam, gundala, sayannapalli",80.14916666666667,16.396277777777776
102211601,Andhra Pradesh,Vishakhapatnam,Koyyuru,,Koyyuru Mandal,Paderu,Two CPI-Maoist cadres were killed in an exchange of fire with a combing party comprising in Vishakhapatnam District,vishakhapatnam,82.21872222222223,17.65447222222222
102220802,Andhra Pradesh,Guntur,Karempudi,,"Reddypalem, Karempudi Police Station",Macherla,"Police neutralized a CPI-Maoist arms dump at the Reddypalem forest area in Karampudi Police station limits of Guntur District. The recovery was done on the basis of information provided by some of the arrested Maoists. The recovered arms included 10 claymore mines, four country made grenades and piped grenades, 50 detonators, a .303 rifle and a tapancha (country made fire arm) and some revolutionary books.","guntur, karampudi",79.92888888888889,16.298944444444444
102221001,Andhra Pradesh,Visakhapatnam,Pedabayalu,,Pedabayalu,Araku Valley,25 persons belonging to G. Madugula and Pedabayalu mandals of CPI-Maoist surrendered at the G. Madugula Police Station.,"pedabayalu, pedabayalu",82.58708333333333,18.28536111111111
102221101,Andhra Pradesh,Khammam,Chintur,Gangannametta,,Rampachodavaram,"A group of armed CPI-Maoist cadres set ablaze a stone crusher at Ganganametta village in Chintur mandal in Khammam District, close to Chhattisgarh border. A conveyer belt and other equipment were gutted.","khammam, chintur, ganganametta",81.32974999999999,17.774638888888887
102221102,Andhra Pradesh,Khammam,Chintur,Chatti,,Rampachodavaram,"The Maoists set ablaze a thatched hut-cum-store room at another stone crushing plant at Chatti village in the same mandal of the District, in a bid to scare away the contractors and thwart the attempts by the Government agencies concerned to take up road works under the integrated development plan for LWE-affected areas.",chatti,81.3718611111111,17.75488888888889
102221301,Andhra Pradesh,Khammam,Cherla,Voddipeta,,Bhadrachalam,CPI-Maoist cadres set ablaze a hydraulic excavator at the remote Voddipeta village in Charla mandal in Khammam District.,"khammam, charla, voddipeta",80.82730555555555,18.07275
102230901,Andhra Pradesh,Khammam,Chintur,Surakonda,,Rampachodavaram,"Armed CPI-Maoist cadres stormed into the house of a tribal youth, identified as Sode Kannaiah, and subsequently shot him dead by branding him as a Police informer at Surakonda village of Chintur mandal in the Khammam District.","khammam, chintur, surakonda",81.39816666666667,17.74363888888889
102251401,Andhra Pradesh,Visakhapatnam,Chintapalli,,,Paderu,CPI-Maoist cadres killed an elected sarpanch of Balapam panchayat under Chintapalli mandal in Visakhapatnam District for contesting the elections against their order.,"visakhapatnam, chintapalli",82.08805555555556,16.914194444444444
102260501,Andhra Pradesh,Mahabubnagar,Amrabad/Uppununthala,B.K. Uppanuntala,,Achampet,"The 'upper plateau squad commander' of the CPI-Maoist, Kiran alias Raghu alias Kuppa Narayappa, is killed in an exchange of fire between Naxalites and the Police at B.K. Uppanuntala in the Mahabubnagar District.","mahabubnagar, b.k. uppanuntala",78.91169444444445,16.33572222222222
102270501,Andhra Pradesh,Karimnagar,Kamalapur,Gopalpur,,Huzurabad,"Police shot dead two women Naxalites, belonging to the Manthani Naresh local guerrilla squad of the CPI-Maoist on the outskirts of Gopalpur in Karimnagar District. Four Maoists, however, managed to escape from the encounter site.","karimnagar, gopalpur",78.75416666666666,17.671861111111113
102280501,Andhra Pradesh,Adilabad,Bheemini,Babapur,,Bellampalle,"A suspected CPI-Maoist cadre, belonging to the Indervelli squad, is killed during an encounter with the Police at Babapur village in Adilabad District.","adilabad, babapur",79.79286111111111,19.50177777777778
102290803,Andhra Pradesh,Srikakulam,Bhamini/Meliaputti,Baleru,,Pulivendla,"Suspected cadres of the CPI-Maoist killed an activist of the ruling Congress party, identified as G. Prakash, in the outskirts of Baleru village in the Srikakulam District.","srikakulam, baleru",78.94380555555556,13.652722222222222
103010501,Andhra Pradesh,Kurnool,Pamulapadu,Vempenta,,Nandikotkur,CPI-Maoist cadres kill eight civilians and chopped off the limbs of two others belonging to the upper castes at Vempenta village in Kurnool District.,"kurnool, vempenta",79.54816666666666,17.07363888888889
103010801,Andhra Pradesh,Khammam,Cherla,Pusuguppa,,Bhadrachalam,"CPI-Maoist cadres set ablaze teakwood worth INR two million at Pusuguppa village in the Cherla mandal of Khammam District. Some non-tribals in the name of tribals had taken permission from the Forest Department and cut down teakwood trees. Having learnt that the non-tribals were trying to enjoy the forest produce, the Maoists set the wood on fire.","khammam, cherla, pusuguppa",80.82352777777777,18.071055555555557
103011201,Andhra Pradesh,Visakhapatnam,GK Veedhi,,,Paderu,"The G. K. Veedhi Police arrested a CPI-Maoist cadre, identified as Pangi Gopala Rao of Kampumanipaakalu in Visakhapatnam District. A member of the Korukonda dalam of the CPI-Maoist, he was reportedly picked up by the Police during a combing operation recently and was kept in the G.K. Veedhi Police Station.","visakhapatnam, veedhi",82.19616666666667,17.86266666666667
103020501,Andhra Pradesh,Kurnool,Kalva Srirampur,,Kalva Srirampur,Peddapalle,"Four Maoists belonging to the Peddapalli Local Guerilla Squad kill Telangana Rashtra Samithi (TRS) leader, P Balwanth Rao, in the Kalva Srirampur area of Kurnool District.","kurnool, kalva srirampur, kalva srirampur, peddapalli",79.53366666666666,18.487361111111113
103020701,Andhra Pradesh,East Godavari,Y. Ramavaram,Marriguda,Thangalkota,Rampachodavaram,Three CPI-Maoist cadres including a woman cadre were killed during an encounter with the anti-naxal squad Police at a remote place between Marriguda and Thangalkota in the East Godavari District. The slain Maoists are not yet identified and are believed to be top Maoist leaders of Orissa.,"east godavari, marriguda, thangalkota",83.54294444444444,18.915305555555555
103021601,Andhra Pradesh,West Godavari,Buttayigudem,,"Upparella, Buttayigudem Police",Polavaram,The Buttayigudem Police arrested three members of a CPI-Maoist militia in the forest area near Upparella in West Godavari District,"west godavari, buttayigudem",81.31972222222223,17.202111111111112
103030501,Andhra Pradesh,Warangal,Regonda,Sultanpur,,Bhupalpalle,"CPI-Maoist cadres kill a former Naxalite, Bhanot Raju alias Sambaiah, near Sultanpur village in the Warangal District holding him responsible for the Oddegudem incident in which two Naxalites were killed and the 'Division Committee Secretary' D.V.K. Swamy alias Yadanna was injured.","warangal, sultanpur",78.30869444444444,17.55452777777778
103041301,Andhra Pradesh,Karimnagar,,Sircilla,,Sircilla,"Four Naxal cadres were arrested from Sircilla in Karimnagar District for allegedly murdering their former comrade turned Congress leader last month (February, 2013).","karimnagar, sircilla, sircilla",78.80983333333333,18.275416666666665
103050701,Andhra Pradesh,Mahabubnagar,Pedda Kothapally,Marikal,,Kollapur,"A Mandal Parishad Territorial Constituency (MPTC) member belonging to the Congress Party, identified as Prem Prakash, was shot dead by CPI-Maoist cadres near Marikal village in Pedda Kothapally mandal of Mahbubnagar District.","mahbubnagar, pedda kothapally, marikal",77.72866666666667,16.603222222222225
103051101,Andhra Pradesh,Guntur,,,Palnadu,Gurajala,"A SIB team arrested `state committee' leader identified as Dudekula Rayabose from Guntur District. According to sources, the Police received a tip-off from the SIB a few days ago about the movement of some armed Maoists in Palnadu region, considered as Maoist stronghold in the past. Even before the local Police acted on the inputs received from Hyderabad, an SIB team reached Guntur and arrested Rayabose from a house on the Amaravathi road. Soon he was shifted to Hyderabad for questioning.","guntur, palnadu",79.79555555555555,16.337833333333332
103051601,Andhra Pradesh,Guntur,Thullur,,Thullur,Tadikoda,A 40-year old former cadre of the CPI-Maoist was reportedly taken into custody at Thallayapalem in Thullur mandal in Guntur District of Andhra Pradesh,"andhra pradesh, guntur, thullur, thullur",80.46772222222222,16.525222222222222
103061301,Andhra Pradesh,Visakhapatnam,GK Veedhi,,Vishakha Agency,Paderu,"A former member of Galikonda 'area committee' of CPI-Maoist, Korra Singari alias Pulimi, who was leading a secret life after coming out of the party in 2011, surrendered at the G.K. Veedhi Police Station in Visakha Agency of Visakhapatnam District.","visakhapatnam, veedhi",82.19622222222223,17.863166666666668
103061302,Andhra Pradesh,Chittoor,Yerravaripalem,Dunnevaripalle,,Chandragiri,"Police recovered a couple of landmines stuffed in tiffin boxes at Dunnevaripalle in Yerravaripalem mandal (administrative unit), Chittoor District.","chittoor, yerravaripalem, dunnevaripalle",79.12613888888889,13.692305555555556
103061601,Andhra Pradesh,Vishakhapatnam,GK Veedhi,,Veedhi,Paderu,CPI-Maoist cadres of Galikonda 'area committee' killed a tiles trader of Vishakhapatnam District.,vishakhapatnam,82.19641666666666,17.861777777777778
103070501,Andhra Pradesh,Nizamabad,Kamarpally,,Manala forests,Balkonda,"Police shot dead ten CPI-Maoist cadres, including 'District committee secretary' Ramesh, during an encounter in the Manala forests of Nizamabad District. Ramesh was also a member of the outfit's 'Northern Telengana special zonal committee'.","nizamabad, manala forests",78.50966666666666,18.835694444444442
103070502,Andhra Pradesh,Visakhapatnam,Gudem Kotha Veedhi,,Sileru Police station,Rayadurg,One Police constable is killed in an exchange of fire with suspected CPI-Maoist cadres in the Sileru Police station area of Visakhapatnam District.,"visakhapatnam, sileru police station",82.035,18.05213888888889
103071101,Andhra Pradesh,Khammam,Chintur,Mallampeta,,Rampachodavaram,"An encounter took place between a group of CPI-Maoist cadres and a Special Police Team in Khammam District. The encounter, lasting about ten minutes, took place at about 1100 hrs in a forest near Mallampeta village in Chintur mandal, when the Police were on a combing operation. Nobody was injured, the Police added. ""The Maoists fired upon the Police, hiding behind the bushes, from Chhattisgarh territory. However, when our personnel retaliated, the Maoists ran away in to the deep forest,"" a senior Police Officer said, adding that the Police have recovered a SBLR gun from the spot.","khammam, chintur, mallampeta",78.33911111111111,17.555194444444446
